Date,Name of State / UT,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
03-07-2020,Meghalaya,56,1,42,4,0,0
03-07-2020,Mizoram,162,0,126,2,0,3
03-07-2020,Nagaland,501,0,182,42,0,14
03-07-2020,Odisha,7545,27,5502,229,2,149
03-07-2020,Puducherry,802,12,331,88,0,59
03-07-2020,Punjab,5784,152,4144,116,3,277
03-07-2020,Rajasthan,18662,430,14948,350,9,374
03-07-2020,Sikkim,102,0,53,1,0,0
03-07-2020,Tamil Nadu,98392,1321,56021,4343,57,3095
03-07-2020,Telangana,18570,275,9069,1213,8,987
03-07-2020,Tripura,1435,1,1146,39,0,53
03-07-2020,Uttar Pradesh,24825,735,17221,769,17,592
03-07-2020,Uttarakhand,2984,42,2405,37,1,88
03-07-2020,West Bengal,19819,699,13037,649,16,509
03-07-2020,,619513,18213,379892,21704,379,20032
05-07-2020,Andaman and Nicobar Islands,119,0,66,10,0,15
05-07-2020,Andhra Pradesh,17699,218,8008,1602,20,695
05-07-2020,Arunachal Pradesh,259,1,76,64,0,10
05-07-2020,Assam,10668,14,6657,1655,2,551
05-07-2020,Bihar,11700,89,8686,1229,12,666
05-07-2020,Chandigarh,460,6,395,10,0,6
05-07-2020,Chhattisgarh,3161,14,2549,148,0,164
05-07-2020,Dadra and Nagar Haveli and Daman and Diu,271,0,96,41,0,7
05-07-2020,Delhi,97200,3004,68256,5025,140,5249
05-07-2020,Goa,1684,6,825,202,2,91
05-07-2020,Gujarat,35312,1925,25406,1399,39,813
05-07-2020,Haryana,16548,260,12257,1039,9,1238
05-07-2020,Himachal Pradesh,1046,11,704,32,1,76
05-07-2020,Jammu and Kashmir,8246,127,5143,397,12,169
05-07-2020,Jharkhand,2739,17,2035,155,2,52
05-07-2020,Karnataka,21549,335,9244,3533,63,910
05-07-2020,Kerala,5204,25,3048,451,0,408
05-07-2020,Ladakh,1005,1,826,15,0,96
05-07-2020,Madhya Pradesh,14604,598,11234,498,9,419
05-07-2020,Maharashtra,200064,8671,108082,13438,493,6910
05-07-2020,Manipur,1325,0,667,46,0,50
05-07-2020,Meghalaya,62,1,43,6,0,1
05-07-2020,Mizoram,164,0,130,2,0,4
05-07-2020,Nagaland,563,0,228,62,0,46
05-07-2020,Odisha,8601,34,5934,1056,7,432
05-07-2020,Puducherry,802,12,331,0,0,0
05-07-2020,Punjab,6109,162,4306,325,10,162
05-07-2020,Rajasthan,19532,447,15640,870,17,692
05-07-2020,Sikkim,103,0,58,1,0,5
05-07-2020,Tamil Nadu,107001,1450,60592,8609,129,4571
05-07-2020,Telangana,22312,288,11537,3742,13,2468
05-07-2020,Tripura,1546,1,1202,111,0,56
05-07-2020,Uttar Pradesh,26554,773,18154,1729,38,933
05-07-2020,Uttarakhand,3093,42,2502,109,0,97
05-07-2020,West Bengal,21231,736,14166,1412,37,1129
05-07-2020,,668536,19268,409083,49023,1055,29191
07-07-2020,Andaman and Nicobar Islands,141,0,74,22,0,8
07-07-2020,Andhra Pradesh,20019,239,8920,2320,21,912
07-07-2020,Arunachal Pradesh,270,2,92,11,1,16
07-07-2020,Assam,12160,14,7882,1492,0,1225
07-07-2020,Bihar,12125,97,8997,425,8,311
07-07-2020,Chandigarh,489,6,401,29,0,6
07-07-2020,Chhattisgarh,3305,14,2667,144,0,118
07-07-2020,Dadra and Nagar Haveli and Daman and Diu,297,0,114,26,0,18
07-07-2020,Delhi,100823,3115,72088,3623,111,3832
07-07-2020,Goa,1813,7,1061,129,1,236
07-07-2020,Gujarat,36772,1960,26315,1460,35,909
07-07-2020,Haryana,17504,276,13335,956,16,1078
07-07-2020,Himachal Pradesh,1077,11,763,31,0,59
07-07-2020,Jammu and Kashmir,8675,138,5318,429,11,175
07-07-2020,Jharkhand,2847,20,2068,108,3,33
07-07-2020,Karnataka,25317,401,10527,3768,66,1283
07-07-2020,Kerala,5622,27,3341,418,2,293
07-07-2020,Ladakh,1005,1,836,0,0,10
07-07-2020,Madhya Pradesh,15284,617,11579,680,19,345
07-07-2020,Maharashtra,211987,9026,115262,11923,355,7180
07-07-2020,Manipur,1390,0,734,65,0,67
07-07-2020,Meghalaya,80,1,43,18,0,0
07-07-2020,Mizoram,197,0,133,33,0,3
07-07-2020,Nagaland,625,0,243,62,0,15
07-07-2020,Odisha,9526,38,6486,925,4,552
07-07-2020,Puducherry,802,12,331,0,0,0
07-07-2020,Punjab,6491,169,4494,382,7,188
07-07-2020,Rajasthan,20688,461,16278,1156,14,638
07-07-2020,Sikkim,125,0,65,22,0,7
07-07-2020,Tamil Nadu,114978,1571,66571,7977,121,5979
07-07-2020,Telangana,25733,306,14781,3421,18,3244
07-07-2020,Tripura,1680,1,1219,134,0,17
07-07-2020,Uttar Pradesh,28636,809,19109,2082,36,955
07-07-2020,Uttarakhand,3161,42,2586,68,0,84
07-07-2020,West Bengal,22987,779,15235,1756,43,1069
07-07-2020,,714631,20160,439948,46095,892,30865
